gauntlet: agent@engine vs agent@checkpoints/item5 | SPRT elo0=0.0 elo1=8.0 alpha=0.025 beta=0.025 max_games=1500 | 10000ms+100ms | 3 workers
   1 games  +0 =1 -0   -0 Elo +/- 0   3fold=1 (100%)   133s      mean=0.500 LLR=+0.00 [CONTINUE]
 419 games  +116 =184 -119   -2 Elo +/- 25   3fold=140 (33%)   4563s      mean=0.496 LLR=-0.32 [CONTINUE]
 420 games  +116 =184 -120   -3 Elo +/- 25   3fold=140 (33%)   4572s      mean=0.495 LLR=-0.36 [CONTINUE]
 421 games  +116 =185 -120   -3 Elo +/- 25   3fold=141 (33%)   4586s      mean=0.495 LLR=-0.36 [CONTINUE]
 422 games  +116 =185 -121   -4 Elo +/- 25   3fold=141 (33%)   4595s      mean=0.494 LLR=-0.40 [CONTINUE]
 423 games  +116 =186 -121   -4 Elo +/- 25   3fold=142 (34%)   4598s      mean=0.494 LLR=-0.41 [CONTINUE]
 424 games  +116 =186 -122   -5 Elo +/- 25   3fold=142 (33%)   4618s      mean=0.493 LLR=-0.45 [CONTINUE]
 425 games  +116 =186 -123   -6 Elo +/- 25   3fold=142 (33%)   4624s      mean=0.492 LLR=-0.49 [CONTINUE]
 426 games  +116 =187 -123   -6 Elo +/- 25   3fold=142 (33%)   4630s      mean=0.492 LLR=-0.49 [CONTINUE]
 427 games  +116 =188 -123   -6 Elo +/- 25   3fold=143 (33%)   4648s      mean=0.492 LLR=-0.49 [CONTINUE]
 428 games  +117 =188 -123   -5 Elo +/- 25   3fold=143 (33%)   4653s      mean=0.493 LLR=-0.45 [CONTINUE]
 429 games  +118 =188 -123   -4 Elo +/- 25   3fold=143 (33%)   4665s      mean=0.494 LLR=-0.41 [CONTINUE]
 430 games  +119 =188 -123   -3 Elo +/- 25   3fold=143 (33%)   4680s      mean=0.495 LLR=-0.37 [CONTINUE]
 431 games  +119 =189 -123   -3 Elo +/- 25   3fold=144 (33%)   4684s      mean=0.495 LLR=-0.37 [CONTINUE]
 432 games  +119 =189 -124   -4 Elo +/- 25   3fold=144 (33%)   4695s      mean=0.494 LLR=-0.41 [CONTINUE]
 433 games  +119 =189 -125   -5 Elo +/- 25   3fold=144 (33%)   4716s      mean=0.493 LLR=-0.45 [CONTINUE]
 434 games  +119 =190 -125   -5 Elo +/- 25   3fold=145 (33%)   4721s      mean=0.493 LLR=-0.45 [CONTINUE]
 435 games  +120 =190 -125   -4 Elo +/- 25   3fold=145 (33%)   4726s      mean=0.494 LLR=-0.41 [CONTINUE]
 436 games  +120 =190 -126   -5 Elo +/- 25   3fold=145 (33%)   4753s      mean=0.493 LLR=-0.45 [CONTINUE]
 437 games  +121 =190 -126   -4 Elo +/- 25   3fold=145 (33%)   4754s      mean=0.494 LLR=-0.41 [CONTINUE]
 438 games  +122 =190 -126   -3 Elo +/- 25   3fold=145 (33%)   4756s      mean=0.495 LLR=-0.37 [CONTINUE]
 439 games  +122 =191 -126   -3 Elo +/- 24   3fold=146 (33%)   4779s      mean=0.495 LLR=-0.37 [CONTINUE]
 440 games  +123 =191 -126   -2 Elo +/- 24   3fold=146 (33%)   4787s      mean=0.497 LLR=-0.33 [CONTINUE]
 441 games  +124 =191 -126   -2 Elo +/- 24   3fold=146 (33%)   4793s      mean=0.498 LLR=-0.29 [CONTINUE]
 442 games  +124 =191 -127   -2 Elo +/- 24   3fold=146 (33%)   4811s      mean=0.497 LLR=-0.33 [CONTINUE]
 443 games  +124 =192 -127   -2 Elo +/- 24   3fold=147 (33%)   4813s      mean=0.497 LLR=-0.33 [CONTINUE]
 444 games  +124 =193 -127   -2 Elo +/- 24   3fold=148 (33%)   4826s      mean=0.497 LLR=-0.33 [CONTINUE]
 445 games  +124 =194 -127   -2 Elo +/- 24   3fold=149 (33%)   4839s      mean=0.497 LLR=-0.33 [CONTINUE]
 446 games  +124 =195 -127   -2 Elo +/- 24   3fold=149 (33%)   4848s      mean=0.497 LLR=-0.33 [CONTINUE]
 447 games  +124 =195 -128   -3 Elo +/- 24   3fold=149 (33%)   4854s      mean=0.496 LLR=-0.37 [CONTINUE]
 448 games  +124 =196 -128   -3 Elo +/- 24   3fold=150 (33%)   4869s      mean=0.496 LLR=-0.37 [CONTINUE]
 449 games  +124 =197 -128   -3 Elo +/- 24   3fold=151 (34%)   4870s      mean=0.496 LLR=-0.38 [CONTINUE]
 450 games  +124 =197 -129   -4 Elo +/- 24   3fold=151 (34%)   4886s      mean=0.494 LLR=-0.42 [CONTINUE]
 451 games  +124 =197 -130   -5 Elo +/- 24   3fold=151 (33%)   4903s      mean=0.493 LLR=-0.46 [CONTINUE]
 452 games  +124 =198 -130   -5 Elo +/- 24   3fold=152 (34%)   4905s      mean=0.493 LLR=-0.46 [CONTINUE]
 453 games  +124 =198 -131   -5 Elo +/- 24   3fold=152 (34%)   4919s      mean=0.492 LLR=-0.50 [CONTINUE]
 454 games  +124 =199 -131   -5 Elo +/- 24   3fold=153 (34%)   4931s      mean=0.492 LLR=-0.50 [CONTINUE]
 455 games  +124 =200 -131   -5 Elo +/- 24   3fold=154 (34%)   4933s      mean=0.492 LLR=-0.50 [CONTINUE]
 456 games  +124 =201 -131   -5 Elo +/- 24   3fold=155 (34%)   4957s      mean=0.492 LLR=-0.50 [CONTINUE]
 457 games  +124 =201 -132   -6 Elo +/- 24   3fold=155 (34%)   4962s      mean=0.491 LLR=-0.55 [CONTINUE]
 458 games  +124 =202 -132   -6 Elo +/- 24   3fold=155 (34%)   4963s      mean=0.491 LLR=-0.55 [CONTINUE]
 459 games  +124 =203 -132   -6 Elo +/- 24   3fold=155 (34%)   4989s      mean=0.491 LLR=-0.55 [CONTINUE]
 460 games  +124 =203 -133   -7 Elo +/- 24   3fold=155 (34%)   4993s      mean=0.490 LLR=-0.59 [CONTINUE]
 461 games  +124 =204 -133   -7 Elo +/- 24   3fold=155 (34%)   4997s      mean=0.490 LLR=-0.59 [CONTINUE]
 462 games  +125 =204 -133   -6 Elo +/- 24   3fold=155 (34%)   5022s      mean=0.491 LLR=-0.55 [CONTINUE]
 463 games  +125 =205 -133   -6 Elo +/- 24   3fold=156 (34%)   5023s      mean=0.491 LLR=-0.55 [CONTINUE]
 464 games  +126 =205 -133   -5 Elo +/- 24   3fold=156 (34%)   5027s      mean=0.492 LLR=-0.51 [CONTINUE]
 465 games  +126 =205 -134   -6 Elo +/- 24   3fold=156 (34%)   5056s      mean=0.491 LLR=-0.55 [CONTINUE]
 466 games  +127 =205 -134   -5 Elo +/- 24   3fold=156 (33%)   5057s      mean=0.492 LLR=-0.51 [CONTINUE]
 467 games  +127 =206 -134   -5 Elo +/- 24   3fold=157 (34%)   5064s      mean=0.493 LLR=-0.51 [CONTINUE]
 468 games  +127 =207 -134   -5 Elo +/- 24   3fold=158 (34%)   5080s      mean=0.493 LLR=-0.51 [CONTINUE]
 469 games  +127 =207 -135   -6 Elo +/- 24   3fold=158 (34%)   5088s      mean=0.491 LLR=-0.55 [CONTINUE]
 470 games  +127 =208 -135   -6 Elo +/- 23   3fold=159 (34%)   5103s      mean=0.491 LLR=-0.55 [CONTINUE]
 471 games  +128 =208 -135   -5 Elo +/- 23   3fold=159 (34%)   5111s      mean=0.493 LLR=-0.51 [CONTINUE]
 472 games  +129 =208 -135   -4 Elo +/- 23   3fold=159 (34%)   5119s      mean=0.494 LLR=-0.47 [CONTINUE]
 473 games  +129 =209 -135   -4 Elo +/- 23   3fold=160 (34%)   5136s      mean=0.494 LLR=-0.47 [CONTINUE]
 474 games  +130 =209 -135   -4 Elo +/- 23   3fold=160 (34%)   5144s      mean=0.495 LLR=-0.43 [CONTINUE]
 475 games  +130 =209 -136   -4 Elo +/- 23   3fold=160 (34%)   5153s      mean=0.494 LLR=-0.47 [CONTINUE]
 476 games  +130 =210 -136   -4 Elo +/- 23   3fold=161 (34%)   5169s      mean=0.494 LLR=-0.47 [CONTINUE]
 477 games  +130 =211 -136   -4 Elo +/- 23   3fold=162 (34%)   5169s      mean=0.494 LLR=-0.47 [CONTINUE]
 478 games  +131 =211 -136   -4 Elo +/- 23   3fold=162 (34%)   5185s      mean=0.495 LLR=-0.43 [CONTINUE]
 479 games  +131 =211 -137   -4 Elo +/- 23   3fold=162 (34%)   5198s      mean=0.494 LLR=-0.47 [CONTINUE]
 480 games  +131 =211 -138   -5 Elo +/- 23   3fold=162 (34%)   5202s      mean=0.493 LLR=-0.51 [CONTINUE]
 481 games  +132 =211 -138   -4 Elo +/- 23   3fold=162 (34%)   5222s      mean=0.494 LLR=-0.47 [CONTINUE]
 482 games  +132 =212 -138   -4 Elo +/- 23   3fold=163 (34%)   5234s      mean=0.494 LLR=-0.47 [CONTINUE]
 483 games  +132 =213 -138   -4 Elo +/- 23   3fold=163 (34%)   5242s      mean=0.494 LLR=-0.48 [CONTINUE]
 484 games  +132 =214 -138   -4 Elo +/- 23   3fold=164 (34%)   5246s      mean=0.494 LLR=-0.48 [CONTINUE]
 485 games  +132 =214 -139   -5 Elo +/- 23   3fold=164 (34%)   5264s      mean=0.493 LLR=-0.52 [CONTINUE]
 486 games  +133 =214 -139   -4 Elo +/- 23   3fold=164 (34%)   5270s      mean=0.494 LLR=-0.48 [CONTINUE]
 487 games  +133 =215 -139   -4 Elo +/- 23   3fold=164 (34%)   5285s      mean=0.494 LLR=-0.48 [CONTINUE]
 488 games  +133 =215 -140   -5 Elo +/- 23   3fold=164 (34%)   5293s      mean=0.493 LLR=-0.52 [CONTINUE]
 489 games  +133 =216 -140   -5 Elo +/- 23   3fold=165 (34%)   5302s      mean=0.493 LLR=-0.52 [CONTINUE]
 490 games  +134 =216 -140   -4 Elo +/- 23   3fold=165 (34%)   5316s      mean=0.494 LLR=-0.48 [CONTINUE]
 491 games  +134 =216 -141   -5 Elo +/- 23   3fold=165 (34%)   5325s      mean=0.493 LLR=-0.52 [CONTINUE]
 492 games  +134 =217 -141   -5 Elo +/- 23   3fold=165 (34%)   5334s      mean=0.493 LLR=-0.52 [CONTINUE]
 493 games  +134 =217 -142   -6 Elo +/- 23   3fold=165 (33%)   5344s      mean=0.492 LLR=-0.56 [CONTINUE]
 494 games  +135 =217 -142   -5 Elo +/- 23   3fold=165 (33%)   5360s      mean=0.493 LLR=-0.52 [CONTINUE]
 495 games  +135 =218 -142   -5 Elo +/- 23   3fold=166 (34%)   5365s      mean=0.493 LLR=-0.52 [CONTINUE]
 496 games  +136 =218 -142   -4 Elo +/- 23   3fold=166 (33%)   5378s      mean=0.494 LLR=-0.48 [CONTINUE]
 497 games  +136 =218 -143   -5 Elo +/- 23   3fold=166 (33%)   5394s      mean=0.493 LLR=-0.52 [CONTINUE]
 498 games  +136 =219 -143   -5 Elo +/- 23   3fold=167 (34%)   5394s      mean=0.493 LLR=-0.52 [CONTINUE]
 499 games  +136 =220 -143   -5 Elo +/- 23   3fold=168 (34%)   5420s      mean=0.493 LLR=-0.52 [CONTINUE]
 500 games  +136 =221 -143   -5 Elo +/- 23   3fold=169 (34%)   5420s      mean=0.493 LLR=-0.53 [CONTINUE]
 501 games  +136 =221 -144   -6 Elo +/- 23   3fold=169 (34%)   5422s      mean=0.492 LLR=-0.57 [CONTINUE]
 502 games  +136 =221 -145   -6 Elo +/- 23   3fold=169 (34%)   5451s      mean=0.491 LLR=-0.61 [CONTINUE]
 503 games  +137 =221 -145   -6 Elo +/- 23   3fold=169 (34%)   5452s      mean=0.492 LLR=-0.57 [CONTINUE]
 504 games  +137 =221 -146   -6 Elo +/- 23   3fold=169 (34%)   5457s      mean=0.491 LLR=-0.61 [CONTINUE]
 505 games  +138 =221 -146   -6 Elo +/- 23   3fold=169 (33%)   5479s      mean=0.492 LLR=-0.57 [CONTINUE]
 506 games  +139 =221 -146   -5 Elo +/- 23   3fold=169 (33%)   5483s      mean=0.493 LLR=-0.52 [CONTINUE]
 507 games  +140 =221 -146   -4 Elo +/- 23   3fold=169 (33%)   5491s      mean=0.494 LLR=-0.48 [CONTINUE]
 508 games  +140 =222 -146   -4 Elo +/- 23   3fold=170 (33%)   5500s      mean=0.494 LLR=-0.48 [CONTINUE]
 509 games  +140 =222 -147   -5 Elo +/- 23   3fold=170 (33%)   5514s      mean=0.493 LLR=-0.53 [CONTINUE]
 510 games  +140 =223 -147   -5 Elo +/- 23   3fold=171 (34%)   5531s      mean=0.493 LLR=-0.53 [CONTINUE]
 511 games  +141 =223 -147   -4 Elo +/- 23   3fold=171 (33%)   5532s      mean=0.494 LLR=-0.49 [CONTINUE]
 512 games  +141 =224 -147   -4 Elo +/- 23   3fold=172 (34%)   5554s      mean=0.494 LLR=-0.49 [CONTINUE]
 513 games  +141 =225 -147   -4 Elo +/- 23   3fold=173 (34%)   5557s      mean=0.494 LLR=-0.49 [CONTINUE]
 514 games  +141 =226 -147   -4 Elo +/- 23   3fold=174 (34%)   5564s      mean=0.494 LLR=-0.49 [CONTINUE]
 515 games  +142 =226 -147   -3 Elo +/- 23   3fold=174 (34%)   5588s      mean=0.495 LLR=-0.45 [CONTINUE]
 516 games  +142 =226 -148   -4 Elo +/- 23   3fold=174 (34%)   5588s      mean=0.494 LLR=-0.49 [CONTINUE]
 517 games  +143 =226 -148   -3 Elo +/- 23   3fold=174 (34%)   5592s      mean=0.495 LLR=-0.45 [CONTINUE]
 518 games  +143 =227 -148   -3 Elo +/- 22   3fold=175 (34%)   5616s      mean=0.495 LLR=-0.45 [CONTINUE]
 519 games  +144 =227 -148   -3 Elo +/- 22   3fold=175 (34%)   5619s      mean=0.496 LLR=-0.41 [CONTINUE]
 520 games  +145 =227 -148   -2 Elo +/- 22   3fold=175 (34%)   5623s      mean=0.497 LLR=-0.37 [CONTINUE]
 521 games  +145 =228 -148   -2 Elo +/- 22   3fold=176 (34%)   5647s      mean=0.497 LLR=-0.37 [CONTINUE]
 522 games  +146 =228 -148   -1 Elo +/- 22   3fold=176 (34%)   5655s      mean=0.498 LLR=-0.33 [CONTINUE]
 523 games  +146 =229 -148   -1 Elo +/- 22   3fold=177 (34%)   5657s      mean=0.498 LLR=-0.33 [CONTINUE]
 524 games  +146 =230 -148   -1 Elo +/- 22   3fold=178 (34%)   5679s      mean=0.498 LLR=-0.33 [CONTINUE]
 525 games  +146 =230 -149   -2 Elo +/- 22   3fold=178 (34%)   5679s      mean=0.497 LLR=-0.37 [CONTINUE]
 526 games  +146 =230 -150   -3 Elo +/- 22   3fold=178 (34%)   5686s      mean=0.496 LLR=-0.41 [CONTINUE]
 527 games  +146 =230 -151   -3 Elo +/- 22   3fold=178 (34%)   5703s      mean=0.495 LLR=-0.45 [CONTINUE]
 528 games  +146 =231 -151   -3 Elo +/- 22   3fold=179 (34%)   5708s      mean=0.495 LLR=-0.45 [CONTINUE]
 529 games  +146 =232 -151   -3 Elo +/- 22   3fold=180 (34%)   5714s      mean=0.495 LLR=-0.45 [CONTINUE]
 530 games  +146 =233 -151   -3 Elo +/- 22   3fold=181 (34%)   5729s      mean=0.495 LLR=-0.46 [CONTINUE]
 531 games  +146 =233 -152   -4 Elo +/- 22   3fold=181 (34%)   5739s      mean=0.494 LLR=-0.50 [CONTINUE]
 532 games  +146 =233 -153   -5 Elo +/- 22   3fold=181 (34%)   5742s      mean=0.493 LLR=-0.54 [CONTINUE]
 533 games  +146 =234 -153   -5 Elo +/- 22   3fold=182 (34%)   5758s      mean=0.493 LLR=-0.54 [CONTINUE]
 534 games  +146 =235 -153   -5 Elo +/- 22   3fold=183 (34%)   5775s      mean=0.493 LLR=-0.54 [CONTINUE]
 535 games  +146 =236 -153   -5 Elo +/- 22   3fold=184 (34%)   5784s      mean=0.493 LLR=-0.54 [CONTINUE]
 536 games  +146 =237 -153   -5 Elo +/- 22   3fold=185 (35%)   5784s      mean=0.493 LLR=-0.54 [CONTINUE]
 537 games  +146 =238 -153   -5 Elo +/- 22   3fold=186 (35%)   5804s      mean=0.493 LLR=-0.55 [CONTINUE]
 538 games  +146 =239 -153   -5 Elo +/- 22   3fold=187 (35%)   5813s      mean=0.493 LLR=-0.55 [CONTINUE]
 539 games  +146 =239 -154   -5 Elo +/- 22   3fold=187 (35%)   5817s      mean=0.493 LLR=-0.59 [CONTINUE]
 540 games  +146 =240 -154   -5 Elo +/- 22   3fold=188 (35%)   5828s      mean=0.493 LLR=-0.59 [CONTINUE]
 541 games  +146 =241 -154   -5 Elo +/- 22   3fold=189 (35%)   5840s      mean=0.493 LLR=-0.59 [CONTINUE]
 542 games  +146 =242 -154   -5 Elo +/- 22   3fold=189 (35%)   5853s      mean=0.493 LLR=-0.59 [CONTINUE]
 543 games  +146 =243 -154   -5 Elo +/- 22   3fold=189 (35%)   5867s      mean=0.493 LLR=-0.59 [CONTINUE]
 544 games  +147 =243 -154   -4 Elo +/- 22   3fold=189 (35%)   5872s      mean=0.494 LLR=-0.55 [CONTINUE]
 545 games  +147 =244 -154   -4 Elo +/- 22   3fold=190 (35%)   5882s      mean=0.494 LLR=-0.55 [CONTINUE]
 546 games  +148 =244 -154   -4 Elo +/- 22   3fold=190 (35%)   5905s      mean=0.495 LLR=-0.51 [CONTINUE]
 547 games  +149 =244 -154   -3 Elo +/- 22   3fold=190 (35%)   5906s      mean=0.495 LLR=-0.47 [CONTINUE]
 548 games  +150 =244 -154   -3 Elo +/- 22   3fold=190 (35%)   5914s      mean=0.496 LLR=-0.43 [CONTINUE]
 549 games  +150 =244 -155   -3 Elo +/- 22   3fold=190 (35%)   5936s      mean=0.495 LLR=-0.47 [CONTINUE]
 550 games  +150 =244 -156   -4 Elo +/- 22   3fold=190 (35%)   5937s      mean=0.495 LLR=-0.51 [CONTINUE]
 551 games  +150 =244 -157   -4 Elo +/- 22   3fold=190 (34%)   5951s      mean=0.494 LLR=-0.55 [CONTINUE]
 552 games  +150 =245 -157   -4 Elo +/- 22   3fold=191 (35%)   5962s      mean=0.494 LLR=-0.55 [CONTINUE]
 553 games  +151 =245 -157   -4 Elo +/- 22   3fold=191 (35%)   5980s      mean=0.495 LLR=-0.51 [CONTINUE]
 554 games  +152 =245 -157   -3 Elo +/- 22   3fold=191 (34%)   5986s      mean=0.495 LLR=-0.47 [CONTINUE]
 555 games  +153 =245 -157   -3 Elo +/- 22   3fold=191 (34%)   5993s      mean=0.496 LLR=-0.43 [CONTINUE]
 556 games  +154 =245 -157   -2 Elo +/- 22   3fold=191 (34%)   6013s      mean=0.497 LLR=-0.39 [CONTINUE]
 557 games  +154 =245 -158   -2 Elo +/- 22   3fold=191 (34%)   6017s      mean=0.496 LLR=-0.43 [CONTINUE]
 558 games  +154 =246 -158   -2 Elo +/- 22   3fold=191 (34%)   6027s      mean=0.496 LLR=-0.43 [CONTINUE]
 559 games  +155 =246 -158   -2 Elo +/- 22   3fold=191 (34%)   6043s      mean=0.497 LLR=-0.39 [CONTINUE]
 560 games  +156 =246 -158   -1 Elo +/- 22   3fold=191 (34%)   6046s      mean=0.498 LLR=-0.35 [CONTINUE]
 561 games  +157 =246 -158   -1 Elo +/- 22   3fold=191 (34%)   6055s      mean=0.499 LLR=-0.31 [CONTINUE]
 562 games  +157 =247 -158   -1 Elo +/- 22   3fold=192 (34%)   6070s      mean=0.499 LLR=-0.31 [CONTINUE]
 563 games  +157 =248 -158   -1 Elo +/- 21   3fold=193 (34%)   6076s      mean=0.499 LLR=-0.31 [CONTINUE]
 564 games  +157 =249 -158   -1 Elo +/- 21   3fold=194 (34%)   6084s      mean=0.499 LLR=-0.31 [CONTINUE]
 565 games  +157 =250 -158   -1 Elo +/- 21   3fold=195 (35%)   6097s      mean=0.499 LLR=-0.31 [CONTINUE]
 566 games  +157 =250 -159   -1 Elo +/- 21   3fold=195 (34%)   6108s      mean=0.498 LLR=-0.35 [CONTINUE]
 567 games  +157 =251 -159   -1 Elo +/- 21   3fold=195 (34%)   6127s      mean=0.498 LLR=-0.35 [CONTINUE]
 568 games  +158 =251 -159   -1 Elo +/- 21   3fold=195 (34%)   6129s      mean=0.499 LLR=-0.31 [CONTINUE]
 569 games  +158 =252 -159   -1 Elo +/- 21   3fold=195 (34%)   6142s      mean=0.499 LLR=-0.31 [CONTINUE]
 570 games  +158 =253 -159   -1 Elo +/- 21   3fold=196 (34%)   6153s      mean=0.499 LLR=-0.31 [CONTINUE]
 571 games  +158 =254 -159   -1 Elo +/- 21   3fold=197 (35%)   6159s      mean=0.499 LLR=-0.31 [CONTINUE]
 572 games  +158 =255 -159   -1 Elo +/- 21   3fold=198 (35%)   6172s      mean=0.499 LLR=-0.32 [CONTINUE]
 573 games  +158 =255 -160   -1 Elo +/- 21   3fold=198 (35%)   6186s      mean=0.498 LLR=-0.36 [CONTINUE]
 574 games  +159 =255 -160   -1 Elo +/- 21   3fold=198 (34%)   6189s      mean=0.499 LLR=-0.32 [CONTINUE]
 575 games  +159 =255 -161   -1 Elo +/- 21   3fold=198 (34%)   6200s      mean=0.498 LLR=-0.36 [CONTINUE]
 576 games  +159 =256 -161   -1 Elo +/- 21   3fold=199 (35%)   6217s      mean=0.498 LLR=-0.36 [CONTINUE]
 577 games  +160 =256 -161   -1 Elo +/- 21   3fold=199 (34%)   6222s      mean=0.499 LLR=-0.32 [CONTINUE]
 578 games  +160 =257 -161   -1 Elo +/- 21   3fold=200 (35%)   6228s      mean=0.499 LLR=-0.32 [CONTINUE]
 579 games  +160 =258 -161   -1 Elo +/- 21   3fold=201 (35%)   6252s      mean=0.499 LLR=-0.32 [CONTINUE]
 580 games  +160 =259 -161   -1 Elo +/- 21   3fold=202 (35%)   6258s      mean=0.499 LLR=-0.32 [CONTINUE]
 581 games  +160 =260 -161   -1 Elo +/- 21   3fold=203 (35%)   6268s      mean=0.499 LLR=-0.32 [CONTINUE]
 582 games  +160 =261 -161   -1 Elo +/- 21   3fold=204 (35%)   6279s      mean=0.499 LLR=-0.32 [CONTINUE]
 583 games  +161 =261 -161   -0 Elo +/- 21   3fold=204 (35%)   6288s      mean=0.500 LLR=-0.28 [CONTINUE]
 584 games  +161 =261 -162   -1 Elo +/- 21   3fold=204 (35%)   6296s      mean=0.499 LLR=-0.32 [CONTINUE]
 585 games  +162 =261 -162   -0 Elo +/- 21   3fold=204 (35%)   6313s      mean=0.500 LLR=-0.28 [CONTINUE]
 586 games  +163 =261 -162   +1 Elo +/- 21   3fold=204 (35%)   6317s      mean=0.501 LLR=-0.24 [CONTINUE]
 587 games  +163 =261 -163   -0 Elo +/- 21   3fold=204 (35%)   6329s      mean=0.500 LLR=-0.28 [CONTINUE]
 588 games  +163 =262 -163   -0 Elo +/- 21   3fold=205 (35%)   6340s      mean=0.500 LLR=-0.28 [CONTINUE]
 589 games  +164 =262 -163   +1 Elo +/- 21   3fold=205 (35%)   6341s      mean=0.501 LLR=-0.24 [CONTINUE]
 590 games  +164 =263 -163   +1 Elo +/- 21   3fold=205 (35%)   6363s      mean=0.501 LLR=-0.24 [CONTINUE]
 591 games  +164 =264 -163   +1 Elo +/- 21   3fold=206 (35%)   6376s      mean=0.501 LLR=-0.24 [CONTINUE]
 592 games  +164 =265 -163   +1 Elo +/- 21   3fold=206 (35%)   6386s      mean=0.501 LLR=-0.24 [CONTINUE]
 593 games  +164 =266 -163   +1 Elo +/- 21   3fold=207 (35%)   6399s      mean=0.501 LLR=-0.24 [CONTINUE]
 594 games  +165 =266 -163   +1 Elo +/- 21   3fold=207 (35%)   6400s      mean=0.502 LLR=-0.20 [CONTINUE]
 595 games  +165 =267 -163   +1 Elo +/- 21   3fold=208 (35%)   6427s      mean=0.502 LLR=-0.20 [CONTINUE]
 596 games  +165 =268 -163   +1 Elo +/- 21   3fold=209 (35%)   6427s      mean=0.502 LLR=-0.20 [CONTINUE]
 597 games  +165 =269 -163   +1 Elo +/- 21   3fold=209 (35%)   6437s      mean=0.502 LLR=-0.20 [CONTINUE]
 598 games  +165 =270 -163   +1 Elo +/- 21   3fold=210 (35%)   6463s      mean=0.502 LLR=-0.20 [CONTINUE]
 599 games  +165 =271 -163   +1 Elo +/- 21   3fold=211 (35%)   6464s      mean=0.502 LLR=-0.21 [CONTINUE]
 600 games  +165 =272 -163   +1 Elo +/- 21   3fold=212 (35%)   6475s      mean=0.502 LLR=-0.21 [CONTINUE]
 601 games  +165 =272 -164   +1 Elo +/- 21   3fold=212 (35%)   6491s      mean=0.501 LLR=-0.25 [CONTINUE]
 602 games  +165 =273 -164   +1 Elo +/- 21   3fold=213 (35%)   6498s      mean=0.501 LLR=-0.25 [CONTINUE]
 603 games  +166 =273 -164   +1 Elo +/- 21   3fold=213 (35%)   6512s      mean=0.502 LLR=-0.21 [CONTINUE]
 604 games  +166 =273 -165   +1 Elo +/- 21   3fold=213 (35%)   6520s      mean=0.501 LLR=-0.25 [CONTINUE]
 605 games  +166 =274 -165   +1 Elo +/- 21   3fold=214 (35%)   6530s      mean=0.501 LLR=-0.25 [CONTINUE]
 606 games  +166 =274 -166   -0 Elo +/- 20   3fold=214 (35%)   6540s      mean=0.500 LLR=-0.29 [CONTINUE]
 607 games  +166 =275 -166   -0 Elo +/- 20   3fold=215 (35%)   6556s      mean=0.500 LLR=-0.29 [CONTINUE]
 608 games  +166 =276 -166   -0 Elo +/- 20   3fold=215 (35%)   6561s      mean=0.500 LLR=-0.30 [CONTINUE]
 609 games  +166 =276 -167   -1 Elo +/- 20   3fold=215 (35%)   6587s      mean=0.499 LLR=-0.34 [CONTINUE]
 610 games  +166 =277 -167   -1 Elo +/- 20   3fold=215 (35%)   6590s      mean=0.499 LLR=-0.34 [CONTINUE]
 611 games  +166 =278 -167   -1 Elo +/- 20   3fold=215 (35%)   6591s      mean=0.499 LLR=-0.34 [CONTINUE]
 612 games  +166 =279 -167   -1 Elo +/- 20   3fold=216 (35%)   6612s      mean=0.499 LLR=-0.34 [CONTINUE]
 613 games  +166 =280 -167   -1 Elo +/- 20   3fold=217 (35%)   6619s      mean=0.499 LLR=-0.34 [CONTINUE]
 614 games  +166 =280 -168   -1 Elo +/- 20   3fold=217 (35%)   6625s      mean=0.498 LLR=-0.38 [CONTINUE]
 615 games  +166 =280 -169   -2 Elo +/- 20   3fold=217 (35%)   6645s      mean=0.498 LLR=-0.43 [CONTINUE]
 616 games  +167 =280 -169   -1 Elo +/- 20   3fold=217 (35%)   6657s      mean=0.498 LLR=-0.38 [CONTINUE]
 617 games  +168 =280 -169   -1 Elo +/- 20   3fold=217 (35%)   6664s      mean=0.499 LLR=-0.34 [CONTINUE]
 618 games  +169 =280 -169   -0 Elo +/- 20   3fold=217 (35%)   6672s      mean=0.500 LLR=-0.30 [CONTINUE]
 619 games  +169 =280 -170   -1 Elo +/- 20   3fold=217 (35%)   6688s      mean=0.499 LLR=-0.34 [CONTINUE]
 620 games  +169 =280 -171   -1 Elo +/- 20   3fold=217 (35%)   6695s      mean=0.498 LLR=-0.38 [CONTINUE]
 621 games  +170 =280 -171   -1 Elo +/- 20   3fold=217 (35%)   6703s      mean=0.499 LLR=-0.34 [CONTINUE]
 622 games  +171 =280 -171   -0 Elo +/- 20   3fold=217 (35%)   6721s      mean=0.500 LLR=-0.30 [CONTINUE]
 623 games  +171 =280 -172   -1 Elo +/- 20   3fold=217 (35%)   6725s      mean=0.499 LLR=-0.34 [CONTINUE]
 624 games  +172 =280 -172   -0 Elo +/- 20   3fold=217 (35%)   6733s      mean=0.500 LLR=-0.30 [CONTINUE]
 625 games  +172 =280 -173   -1 Elo +/- 20   3fold=217 (35%)   6750s      mean=0.499 LLR=-0.34 [CONTINUE]
 626 games  +172 =280 -174   -1 Elo +/- 20   3fold=217 (35%)   6761s      mean=0.498 LLR=-0.38 [CONTINUE]
 627 games  +172 =280 -175   -2 Elo +/- 20   3fold=217 (35%)   6765s      mean=0.498 LLR=-0.43 [CONTINUE]
