gauntlet: agent@engine vs agent@checkpoints/repfix2 | SPRT elo0=0.0 elo1=8.0 alpha=0.025 beta=0.025 max_games=3000 | 10000ms+100ms | 3 workers
   1 games  +0 =1 -0   -0 Elo +/- 0   3fold=1 (100%)   125s      mean=0.500 LLR=+0.00 [CONTINUE]
 419 games  +132 =170 -117   +12 Elo +/- 26   3fold=131 (31%)   4549s      mean=0.518 LLR=+0.40 [CONTINUE]
 420 games  +133 =170 -117   +13 Elo +/- 26   3fold=131 (31%)   4550s      mean=0.519 LLR=+0.43 [CONTINUE]
 421 games  +134 =170 -117   +14 Elo +/- 26   3fold=131 (31%)   4551s      mean=0.520 LLR=+0.47 [CONTINUE]
 422 games  +134 =171 -117   +14 Elo +/- 26   3fold=132 (31%)   4578s      mean=0.520 LLR=+0.47 [CONTINUE]
 423 games  +135 =171 -117   +15 Elo +/- 26   3fold=132 (31%)   4585s      mean=0.521 LLR=+0.51 [CONTINUE]
 424 games  +136 =171 -117   +16 Elo +/- 26   3fold=132 (31%)   4586s      mean=0.522 LLR=+0.55 [CONTINUE]
 425 games  +137 =171 -117   +16 Elo +/- 26   3fold=132 (31%)   4612s      mean=0.524 LLR=+0.58 [CONTINUE]
 426 games  +138 =171 -117   +17 Elo +/- 26   3fold=132 (31%)   4616s      mean=0.525 LLR=+0.62 [CONTINUE]
 427 games  +138 =172 -117   +17 Elo +/- 26   3fold=133 (31%)   4620s      mean=0.525 LLR=+0.62 [CONTINUE]
 428 games  +139 =172 -117   +18 Elo +/- 26   3fold=133 (31%)   4640s      mean=0.526 LLR=+0.66 [CONTINUE]
 429 games  +139 =172 -118   +17 Elo +/- 26   3fold=133 (31%)   4650s      mean=0.524 LLR=+0.62 [CONTINUE]
 430 games  +139 =173 -118   +17 Elo +/- 25   3fold=134 (31%)   4663s      mean=0.524 LLR=+0.62 [CONTINUE]
 431 games  +140 =173 -118   +18 Elo +/- 25   3fold=134 (31%)   4666s      mean=0.526 LLR=+0.66 [CONTINUE]
 432 games  +140 =173 -119   +17 Elo +/- 25   3fold=134 (31%)   4683s      mean=0.524 LLR=+0.62 [CONTINUE]
 433 games  +140 =174 -119   +17 Elo +/- 25   3fold=135 (31%)   4686s      mean=0.524 LLR=+0.62 [CONTINUE]
 434 games  +140 =174 -120   +16 Elo +/- 25   3fold=135 (31%)   4699s      mean=0.523 LLR=+0.58 [CONTINUE]
 435 games  +140 =175 -120   +16 Elo +/- 25   3fold=136 (31%)   4709s      mean=0.523 LLR=+0.58 [CONTINUE]
 436 games  +141 =175 -120   +17 Elo +/- 25   3fold=136 (31%)   4716s      mean=0.524 LLR=+0.62 [CONTINUE]
 437 games  +141 =176 -120   +17 Elo +/- 25   3fold=137 (31%)   4725s      mean=0.524 LLR=+0.62 [CONTINUE]
 438 games  +141 =176 -121   +16 Elo +/- 25   3fold=137 (31%)   4737s      mean=0.523 LLR=+0.58 [CONTINUE]
 439 games  +141 =177 -121   +16 Elo +/- 25   3fold=138 (31%)   4747s      mean=0.523 LLR=+0.58 [CONTINUE]
 440 games  +141 =178 -121   +16 Elo +/- 25   3fold=139 (32%)   4761s      mean=0.523 LLR=+0.58 [CONTINUE]
 441 games  +141 =178 -122   +15 Elo +/- 25   3fold=139 (32%)   4767s      mean=0.522 LLR=+0.54 [CONTINUE]
 442 games  +141 =179 -122   +15 Elo +/- 25   3fold=140 (32%)   4770s      mean=0.521 LLR=+0.54 [CONTINUE]
 443 games  +141 =180 -122   +15 Elo +/- 25   3fold=141 (32%)   4796s      mean=0.521 LLR=+0.54 [CONTINUE]
 444 games  +142 =180 -122   +16 Elo +/- 25   3fold=141 (32%)   4798s      mean=0.523 LLR=+0.58 [CONTINUE]
 445 games  +143 =180 -122   +16 Elo +/- 25   3fold=141 (32%)   4799s      mean=0.524 LLR=+0.62 [CONTINUE]
 446 games  +144 =180 -122   +17 Elo +/- 25   3fold=141 (32%)   4825s      mean=0.525 LLR=+0.65 [CONTINUE]
 447 games  +144 =180 -123   +16 Elo +/- 25   3fold=141 (32%)   4830s      mean=0.523 LLR=+0.61 [CONTINUE]
 448 games  +145 =180 -123   +17 Elo +/- 25   3fold=141 (31%)   4838s      mean=0.525 LLR=+0.65 [CONTINUE]
 449 games  +145 =180 -124   +16 Elo +/- 25   3fold=141 (31%)   4858s      mean=0.523 LLR=+0.61 [CONTINUE]
 450 games  +145 =180 -125   +15 Elo +/- 25   3fold=141 (31%)   4860s      mean=0.522 LLR=+0.57 [CONTINUE]
 451 games  +146 =180 -125   +16 Elo +/- 25   3fold=141 (31%)   4869s      mean=0.523 LLR=+0.61 [CONTINUE]
 452 games  +146 =181 -125   +16 Elo +/- 25   3fold=142 (31%)   4886s      mean=0.523 LLR=+0.61 [CONTINUE]
 453 games  +147 =181 -125   +17 Elo +/- 25   3fold=142 (31%)   4894s      mean=0.524 LLR=+0.65 [CONTINUE]
 454 games  +148 =181 -125   +18 Elo +/- 25   3fold=142 (31%)   4896s      mean=0.525 LLR=+0.68 [CONTINUE]
 455 games  +149 =181 -125   +18 Elo +/- 25   3fold=142 (31%)   4914s      mean=0.526 LLR=+0.72 [CONTINUE]
 456 games  +149 =182 -125   +18 Elo +/- 25   3fold=143 (31%)   4923s      mean=0.526 LLR=+0.72 [CONTINUE]
 457 games  +150 =182 -125   +19 Elo +/- 25   3fold=143 (31%)   4926s      mean=0.527 LLR=+0.76 [CONTINUE]
 458 games  +150 =183 -125   +19 Elo +/- 25   3fold=143 (31%)   4948s      mean=0.527 LLR=+0.76 [CONTINUE]
 459 games  +150 =184 -125   +19 Elo +/- 25   3fold=144 (31%)   4950s      mean=0.527 LLR=+0.76 [CONTINUE]
 460 games  +151 =184 -125   +20 Elo +/- 25   3fold=144 (31%)   4963s      mean=0.528 LLR=+0.80 [CONTINUE]
 461 games  +151 =184 -126   +19 Elo +/- 25   3fold=144 (31%)   4980s      mean=0.527 LLR=+0.76 [CONTINUE]
 462 games  +152 =184 -126   +20 Elo +/- 25   3fold=144 (31%)   4990s      mean=0.528 LLR=+0.80 [CONTINUE]
 463 games  +152 =185 -126   +20 Elo +/- 25   3fold=144 (31%)   4995s      mean=0.528 LLR=+0.80 [CONTINUE]
 464 games  +152 =185 -127   +19 Elo +/- 25   3fold=144 (31%)   5018s      mean=0.527 LLR=+0.76 [CONTINUE]
 465 games  +152 =186 -127   +19 Elo +/- 25   3fold=145 (31%)   5028s      mean=0.527 LLR=+0.76 [CONTINUE]
 466 games  +152 =187 -127   +19 Elo +/- 24   3fold=146 (31%)   5032s      mean=0.527 LLR=+0.76 [CONTINUE]
 467 games  +153 =187 -127   +19 Elo +/- 24   3fold=146 (31%)   5055s      mean=0.528 LLR=+0.80 [CONTINUE]
 468 games  +153 =188 -127   +19 Elo +/- 24   3fold=147 (31%)   5057s      mean=0.528 LLR=+0.80 [CONTINUE]
 469 games  +153 =189 -127   +19 Elo +/- 24   3fold=147 (31%)   5061s      mean=0.528 LLR=+0.80 [CONTINUE]
 470 games  +154 =189 -127   +20 Elo +/- 24   3fold=147 (31%)   5084s      mean=0.529 LLR=+0.84 [CONTINUE]
 471 games  +154 =190 -127   +20 Elo +/- 24   3fold=148 (31%)   5086s      mean=0.529 LLR=+0.84 [CONTINUE]
 472 games  +154 =191 -127   +20 Elo +/- 24   3fold=149 (32%)   5097s      mean=0.529 LLR=+0.84 [CONTINUE]
 473 games  +154 =192 -127   +20 Elo +/- 24   3fold=150 (32%)   5115s      mean=0.529 LLR=+0.84 [CONTINUE]
 474 games  +154 =192 -128   +19 Elo +/- 24   3fold=150 (32%)   5115s      mean=0.527 LLR=+0.80 [CONTINUE]
 475 games  +155 =192 -128   +20 Elo +/- 24   3fold=150 (32%)   5127s      mean=0.528 LLR=+0.84 [CONTINUE]
 476 games  +156 =192 -128   +20 Elo +/- 24   3fold=150 (32%)   5143s      mean=0.529 LLR=+0.87 [CONTINUE]
 477 games  +156 =193 -128   +20 Elo +/- 24   3fold=150 (31%)   5150s      mean=0.529 LLR=+0.88 [CONTINUE]
 478 games  +156 =194 -128   +20 Elo +/- 24   3fold=151 (32%)   5159s      mean=0.529 LLR=+0.88 [CONTINUE]
 479 games  +156 =194 -129   +20 Elo +/- 24   3fold=151 (32%)   5172s      mean=0.528 LLR=+0.84 [CONTINUE]
 480 games  +157 =194 -129   +20 Elo +/- 24   3fold=151 (31%)   5178s      mean=0.529 LLR=+0.87 [CONTINUE]
 481 games  +158 =194 -129   +21 Elo +/- 24   3fold=151 (31%)   5191s      mean=0.530 LLR=+0.91 [CONTINUE]
 482 games  +158 =195 -129   +21 Elo +/- 24   3fold=152 (32%)   5200s      mean=0.530 LLR=+0.91 [CONTINUE]
 483 games  +158 =195 -130   +20 Elo +/- 24   3fold=152 (31%)   5204s      mean=0.529 LLR=+0.87 [CONTINUE]
 484 games  +159 =195 -130   +21 Elo +/- 24   3fold=152 (31%)   5218s      mean=0.530 LLR=+0.91 [CONTINUE]
 485 games  +160 =195 -130   +22 Elo +/- 24   3fold=152 (31%)   5228s      mean=0.531 LLR=+0.95 [CONTINUE]
 486 games  +160 =196 -130   +21 Elo +/- 24   3fold=153 (31%)   5241s      mean=0.531 LLR=+0.95 [CONTINUE]
 487 games  +161 =196 -130   +22 Elo +/- 24   3fold=153 (31%)   5252s      mean=0.532 LLR=+0.99 [CONTINUE]
 488 games  +162 =196 -130   +23 Elo +/- 24   3fold=153 (31%)   5257s      mean=0.533 LLR=+1.02 [CONTINUE]
 489 games  +162 =197 -130   +23 Elo +/- 24   3fold=154 (31%)   5262s      mean=0.533 LLR=+1.02 [CONTINUE]
 490 games  +163 =197 -130   +23 Elo +/- 24   3fold=154 (31%)   5282s      mean=0.534 LLR=+1.06 [CONTINUE]
 491 games  +164 =197 -130   +24 Elo +/- 24   3fold=154 (31%)   5287s      mean=0.535 LLR=+1.10 [CONTINUE]
 492 games  +164 =198 -130   +24 Elo +/- 24   3fold=154 (31%)   5290s      mean=0.535 LLR=+1.10 [CONTINUE]
 493 games  +165 =198 -130   +25 Elo +/- 24   3fold=154 (31%)   5310s      mean=0.535 LLR=+1.14 [CONTINUE]
 494 games  +165 =199 -130   +25 Elo +/- 24   3fold=155 (31%)   5316s      mean=0.535 LLR=+1.14 [CONTINUE]
 495 games  +165 =199 -131   +24 Elo +/- 24   3fold=155 (31%)   5324s      mean=0.534 LLR=+1.10 [CONTINUE]
 496 games  +165 =199 -132   +23 Elo +/- 24   3fold=155 (31%)   5347s      mean=0.533 LLR=+1.06 [CONTINUE]
 497 games  +165 =199 -133   +22 Elo +/- 24   3fold=155 (31%)   5351s      mean=0.532 LLR=+1.02 [CONTINUE]
 498 games  +165 =200 -133   +22 Elo +/- 24   3fold=156 (31%)   5356s      mean=0.532 LLR=+1.02 [CONTINUE]
 499 games  +165 =200 -134   +22 Elo +/- 24   3fold=156 (31%)   5379s      mean=0.531 LLR=+0.98 [CONTINUE]
 500 games  +165 =201 -134   +22 Elo +/- 24   3fold=157 (31%)   5383s      mean=0.531 LLR=+0.98 [CONTINUE]
 501 games  +166 =201 -134   +22 Elo +/- 24   3fold=157 (31%)   5387s      mean=0.532 LLR=+1.02 [CONTINUE]
 502 games  +166 =201 -135   +21 Elo +/- 24   3fold=157 (31%)   5405s      mean=0.531 LLR=+0.97 [CONTINUE]
 503 games  +166 =202 -135   +21 Elo +/- 24   3fold=158 (31%)   5412s      mean=0.531 LLR=+0.98 [CONTINUE]
 504 games  +166 =203 -135   +21 Elo +/- 23   3fold=159 (32%)   5428s      mean=0.531 LLR=+0.98 [CONTINUE]
 505 games  +166 =203 -136   +21 Elo +/- 23   3fold=159 (31%)   5438s      mean=0.530 LLR=+0.94 [CONTINUE]
 506 games  +167 =203 -136   +21 Elo +/- 23   3fold=159 (31%)   5459s      mean=0.531 LLR=+0.97 [CONTINUE]
 507 games  +168 =203 -136   +22 Elo +/- 23   3fold=159 (31%)   5462s      mean=0.532 LLR=+1.01 [CONTINUE]
 508 games  +168 =203 -137   +21 Elo +/- 23   3fold=159 (31%)   5478s      mean=0.531 LLR=+0.97 [CONTINUE]
 509 games  +168 =203 -138   +21 Elo +/- 23   3fold=159 (31%)   5488s      mean=0.529 LLR=+0.93 [CONTINUE]
 510 games  +168 =204 -138   +20 Elo +/- 23   3fold=159 (31%)   5495s      mean=0.529 LLR=+0.93 [CONTINUE]
 511 games  +168 =205 -138   +20 Elo +/- 23   3fold=160 (31%)   5501s      mean=0.529 LLR=+0.93 [CONTINUE]
 512 games  +169 =205 -138   +21 Elo +/- 23   3fold=160 (31%)   5524s      mean=0.530 LLR=+0.97 [CONTINUE]
 513 games  +169 =205 -139   +20 Elo +/- 23   3fold=160 (31%)   5532s      mean=0.529 LLR=+0.93 [CONTINUE]
 514 games  +169 =206 -139   +20 Elo +/- 23   3fold=160 (31%)   5532s      mean=0.529 LLR=+0.93 [CONTINUE]
 515 games  +169 =206 -140   +20 Elo +/- 23   3fold=160 (31%)   5556s      mean=0.528 LLR=+0.89 [CONTINUE]
 516 games  +169 =207 -140   +20 Elo +/- 23   3fold=161 (31%)   5558s      mean=0.528 LLR=+0.89 [CONTINUE]
 517 games  +169 =207 -141   +19 Elo +/- 23   3fold=161 (31%)   5568s      mean=0.527 LLR=+0.85 [CONTINUE]
 518 games  +170 =207 -141   +19 Elo +/- 23   3fold=161 (31%)   5588s      mean=0.528 LLR=+0.89 [CONTINUE]
 519 games  +170 =207 -142   +19 Elo +/- 23   3fold=161 (31%)   5591s      mean=0.527 LLR=+0.85 [CONTINUE]
 520 games  +170 =208 -142   +19 Elo +/- 23   3fold=161 (31%)   5601s      mean=0.527 LLR=+0.85 [CONTINUE]
 521 games  +170 =209 -142   +19 Elo +/- 23   3fold=162 (31%)   5618s      mean=0.527 LLR=+0.85 [CONTINUE]
 522 games  +171 =209 -142   +19 Elo +/- 23   3fold=162 (31%)   5622s      mean=0.528 LLR=+0.89 [CONTINUE]
 523 games  +171 =210 -142   +19 Elo +/- 23   3fold=162 (31%)   5635s      mean=0.528 LLR=+0.89 [CONTINUE]
 524 games  +172 =210 -142   +20 Elo +/- 23   3fold=162 (31%)   5652s      mean=0.529 LLR=+0.93 [CONTINUE]
 525 games  +173 =210 -142   +21 Elo +/- 23   3fold=162 (31%)   5655s      mean=0.530 LLR=+0.96 [CONTINUE]
 526 games  +173 =211 -142   +20 Elo +/- 23   3fold=163 (31%)   5665s      mean=0.529 LLR=+0.96 [CONTINUE]
 527 games  +173 =211 -143   +20 Elo +/- 23   3fold=163 (31%)   5686s      mean=0.528 LLR=+0.92 [CONTINUE]
 528 games  +174 =211 -143   +20 Elo +/- 23   3fold=163 (31%)   5689s      mean=0.529 LLR=+0.96 [CONTINUE]
 529 games  +174 =212 -143   +20 Elo +/- 23   3fold=164 (31%)   5694s      mean=0.529 LLR=+0.96 [CONTINUE]
 530 games  +175 =212 -143   +21 Elo +/- 23   3fold=164 (31%)   5713s      mean=0.530 LLR=+1.00 [CONTINUE]
 531 games  +175 =212 -144   +20 Elo +/- 23   3fold=164 (31%)   5719s      mean=0.529 LLR=+0.96 [CONTINUE]
 532 games  +175 =213 -144   +20 Elo +/- 23   3fold=165 (31%)   5720s      mean=0.529 LLR=+0.96 [CONTINUE]
 533 games  +176 =213 -144   +21 Elo +/- 23   3fold=165 (31%)   5744s      mean=0.530 LLR=+1.00 [CONTINUE]
 534 games  +176 =214 -144   +21 Elo +/- 23   3fold=165 (31%)   5749s      mean=0.530 LLR=+1.00 [CONTINUE]
 535 games  +176 =215 -144   +21 Elo +/- 23   3fold=165 (31%)   5757s      mean=0.530 LLR=+1.00 [CONTINUE]
 536 games  +177 =215 -144   +21 Elo +/- 23   3fold=165 (31%)   5777s      mean=0.531 LLR=+1.04 [CONTINUE]
 537 games  +177 =215 -145   +21 Elo +/- 23   3fold=165 (31%)   5786s      mean=0.530 LLR=+1.00 [CONTINUE]
 538 games  +177 =215 -146   +20 Elo +/- 23   3fold=165 (31%)   5790s      mean=0.529 LLR=+0.96 [CONTINUE]
 539 games  +177 =216 -146   +20 Elo +/- 23   3fold=166 (31%)   5803s      mean=0.529 LLR=+0.96 [CONTINUE]
 540 games  +177 =217 -146   +20 Elo +/- 23   3fold=166 (31%)   5816s      mean=0.529 LLR=+0.96 [CONTINUE]
 541 games  +178 =217 -146   +21 Elo +/- 23   3fold=166 (31%)   5822s      mean=0.530 LLR=+1.00 [CONTINUE]
 542 games  +178 =218 -146   +21 Elo +/- 23   3fold=167 (31%)   5840s      mean=0.530 LLR=+1.00 [CONTINUE]
 543 games  +178 =218 -147   +20 Elo +/- 23   3fold=167 (31%)   5844s      mean=0.529 LLR=+0.96 [CONTINUE]
 544 games  +178 =218 -148   +19 Elo +/- 23   3fold=167 (31%)   5855s      mean=0.528 LLR=+0.92 [CONTINUE]
 545 games  +178 =219 -148   +19 Elo +/- 23   3fold=168 (31%)   5867s      mean=0.528 LLR=+0.92 [CONTINUE]
 546 games  +179 =219 -148   +20 Elo +/- 23   3fold=168 (31%)   5871s      mean=0.528 LLR=+0.96 [CONTINUE]
 547 games  +180 =219 -148   +20 Elo +/- 23   3fold=168 (31%)   5883s      mean=0.529 LLR=+0.99 [CONTINUE]
 548 games  +180 =220 -148   +20 Elo +/- 23   3fold=169 (31%)   5896s      mean=0.529 LLR=+0.99 [CONTINUE]
 549 games  +180 =220 -149   +20 Elo +/- 23   3fold=169 (31%)   5908s      mean=0.528 LLR=+0.95 [CONTINUE]
 550 games  +181 =220 -149   +20 Elo +/- 23   3fold=169 (31%)   5915s      mean=0.529 LLR=+0.99 [CONTINUE]
 551 games  +181 =220 -150   +20 Elo +/- 23   3fold=169 (31%)   5932s      mean=0.528 LLR=+0.95 [CONTINUE]
 552 games  +181 =220 -151   +19 Elo +/- 23   3fold=169 (31%)   5938s      mean=0.527 LLR=+0.91 [CONTINUE]
 553 games  +181 =220 -152   +18 Elo +/- 23   3fold=169 (31%)   5954s      mean=0.526 LLR=+0.87 [CONTINUE]
 554 games  +181 =220 -153   +18 Elo +/- 23   3fold=169 (31%)   5963s      mean=0.525 LLR=+0.83 [CONTINUE]
 555 games  +181 =221 -153   +18 Elo +/- 22   3fold=170 (31%)   5965s      mean=0.525 LLR=+0.83 [CONTINUE]
 556 games  +182 =221 -153   +18 Elo +/- 22   3fold=170 (31%)   5989s      mean=0.526 LLR=+0.87 [CONTINUE]
 557 games  +182 =221 -154   +17 Elo +/- 22   3fold=170 (31%)   5994s      mean=0.525 LLR=+0.83 [CONTINUE]
 558 games  +182 =222 -154   +17 Elo +/- 22   3fold=171 (31%)   5996s      mean=0.525 LLR=+0.83 [CONTINUE]
 559 games  +182 =223 -154   +17 Elo +/- 22   3fold=171 (31%)   6021s      mean=0.525 LLR=+0.83 [CONTINUE]
 560 games  +183 =223 -154   +18 Elo +/- 22   3fold=171 (31%)   6021s      mean=0.526 LLR=+0.87 [CONTINUE]
 561 games  +184 =223 -154   +19 Elo +/- 22   3fold=171 (30%)   6022s      mean=0.527 LLR=+0.90 [CONTINUE]
 562 games  +185 =223 -154   +19 Elo +/- 22   3fold=171 (30%)   6046s      mean=0.528 LLR=+0.94 [CONTINUE]
 563 games  +185 =223 -155   +19 Elo +/- 22   3fold=171 (30%)   6051s      mean=0.527 LLR=+0.90 [CONTINUE]
 564 games  +185 =224 -155   +18 Elo +/- 22   3fold=172 (30%)   6062s      mean=0.527 LLR=+0.90 [CONTINUE]
 565 games  +185 =224 -156   +18 Elo +/- 22   3fold=172 (30%)   6079s      mean=0.526 LLR=+0.86 [CONTINUE]
 566 games  +186 =224 -156   +18 Elo +/- 22   3fold=172 (30%)   6084s      mean=0.527 LLR=+0.90 [CONTINUE]
 567 games  +187 =224 -156   +19 Elo +/- 22   3fold=172 (30%)   6095s      mean=0.527 LLR=+0.94 [CONTINUE]
 568 games  +187 =225 -156   +19 Elo +/- 22   3fold=172 (30%)   6114s      mean=0.527 LLR=+0.94 [CONTINUE]
 569 games  +187 =225 -157   +18 Elo +/- 22   3fold=172 (30%)   6117s      mean=0.526 LLR=+0.90 [CONTINUE]
 570 games  +187 =226 -157   +18 Elo +/- 22   3fold=173 (30%)   6125s      mean=0.526 LLR=+0.90 [CONTINUE]
 571 games  +188 =226 -157   +19 Elo +/- 22   3fold=173 (30%)   6142s      mean=0.527 LLR=+0.94 [CONTINUE]
 572 games  +188 =226 -158   +18 Elo +/- 22   3fold=173 (30%)   6148s      mean=0.526 LLR=+0.90 [CONTINUE]
 573 games  +188 =226 -159   +18 Elo +/- 22   3fold=173 (30%)   6164s      mean=0.525 LLR=+0.86 [CONTINUE]
 574 games  +188 =227 -159   +18 Elo +/- 22   3fold=173 (30%)   6174s      mean=0.525 LLR=+0.86 [CONTINUE]
 575 games  +188 =228 -159   +18 Elo +/- 22   3fold=173 (30%)   6192s      mean=0.525 LLR=+0.86 [CONTINUE]
 576 games  +188 =229 -159   +18 Elo +/- 22   3fold=174 (30%)   6203s      mean=0.525 LLR=+0.86 [CONTINUE]
 577 games  +189 =229 -159   +18 Elo +/- 22   3fold=174 (30%)   6205s      mean=0.526 LLR=+0.90 [CONTINUE]
 578 games  +189 =229 -160   +17 Elo +/- 22   3fold=174 (30%)   6226s      mean=0.525 LLR=+0.86 [CONTINUE]
 579 games  +189 =230 -160   +17 Elo +/- 22   3fold=175 (30%)   6227s      mean=0.525 LLR=+0.86 [CONTINUE]
 580 games  +189 =230 -161   +17 Elo +/- 22   3fold=175 (30%)   6238s      mean=0.524 LLR=+0.82 [CONTINUE]
 581 games  +189 =230 -162   +16 Elo +/- 22   3fold=175 (30%)   6257s      mean=0.523 LLR=+0.78 [CONTINUE]
 582 games  +189 =231 -162   +16 Elo +/- 22   3fold=176 (30%)   6262s      mean=0.523 LLR=+0.78 [CONTINUE]
 583 games  +190 =231 -162   +17 Elo +/- 22   3fold=176 (30%)   6266s      mean=0.524 LLR=+0.81 [CONTINUE]
 584 games  +190 =232 -162   +17 Elo +/- 22   3fold=177 (30%)   6288s      mean=0.524 LLR=+0.82 [CONTINUE]
 585 games  +190 =232 -163   +16 Elo +/- 22   3fold=177 (30%)   6293s      mean=0.523 LLR=+0.78 [CONTINUE]
 586 games  +191 =232 -163   +17 Elo +/- 22   3fold=177 (30%)   6296s      mean=0.524 LLR=+0.81 [CONTINUE]
 587 games  +192 =232 -163   +17 Elo +/- 22   3fold=177 (30%)   6321s      mean=0.525 LLR=+0.85 [CONTINUE]
 588 games  +193 =232 -163   +18 Elo +/- 22   3fold=177 (30%)   6325s      mean=0.526 LLR=+0.89 [CONTINUE]
 589 games  +193 =233 -163   +18 Elo +/- 22   3fold=177 (30%)   6329s      mean=0.525 LLR=+0.89 [CONTINUE]
 590 games  +193 =234 -163   +18 Elo +/- 22   3fold=178 (30%)   6351s      mean=0.525 LLR=+0.89 [CONTINUE]
 591 games  +193 =235 -163   +18 Elo +/- 22   3fold=179 (30%)   6355s      mean=0.525 LLR=+0.89 [CONTINUE]
 592 games  +194 =235 -163   +18 Elo +/- 22   3fold=179 (30%)   6358s      mean=0.526 LLR=+0.93 [CONTINUE]
 593 games  +194 =236 -163   +18 Elo +/- 22   3fold=180 (30%)   6385s      mean=0.526 LLR=+0.93 [CONTINUE]
 594 games  +195 =236 -163   +19 Elo +/- 22   3fold=180 (30%)   6387s      mean=0.527 LLR=+0.97 [CONTINUE]
 595 games  +195 =237 -163   +19 Elo +/- 22   3fold=181 (30%)   6393s      mean=0.527 LLR=+0.97 [CONTINUE]
 596 games  +195 =238 -163   +19 Elo +/- 22   3fold=182 (31%)   6417s      mean=0.527 LLR=+0.97 [CONTINUE]
 597 games  +195 =238 -164   +18 Elo +/- 22   3fold=182 (30%)   6418s      mean=0.526 LLR=+0.93 [CONTINUE]
 598 games  +195 =239 -164   +18 Elo +/- 22   3fold=183 (31%)   6430s      mean=0.526 LLR=+0.93 [CONTINUE]
 599 games  +195 =239 -165   +17 Elo +/- 22   3fold=183 (31%)   6446s      mean=0.525 LLR=+0.89 [CONTINUE]
 600 games  +195 =240 -165   +17 Elo +/- 22   3fold=184 (31%)   6447s      mean=0.525 LLR=+0.89 [CONTINUE]
 601 games  +195 =241 -165   +17 Elo +/- 22   3fold=184 (31%)   6467s      mean=0.525 LLR=+0.89 [CONTINUE]
 602 games  +195 =242 -165   +17 Elo +/- 21   3fold=185 (31%)   6477s      mean=0.525 LLR=+0.89 [CONTINUE]
 603 games  +195 =242 -166   +17 Elo +/- 21   3fold=185 (31%)   6477s      mean=0.524 LLR=+0.85 [CONTINUE]
 604 games  +195 =243 -166   +17 Elo +/- 21   3fold=186 (31%)   6497s      mean=0.524 LLR=+0.85 [CONTINUE]
 605 games  +196 =243 -166   +17 Elo +/- 21   3fold=186 (31%)   6508s      mean=0.525 LLR=+0.89 [CONTINUE]
 606 games  +197 =243 -166   +18 Elo +/- 21   3fold=186 (31%)   6516s      mean=0.526 LLR=+0.93 [CONTINUE]
 607 games  +198 =243 -166   +18 Elo +/- 21   3fold=186 (31%)   6527s      mean=0.526 LLR=+0.96 [CONTINUE]
 608 games  +198 =244 -166   +18 Elo +/- 21   3fold=187 (31%)   6540s      mean=0.526 LLR=+0.97 [CONTINUE]
 609 games  +198 =244 -167   +18 Elo +/- 21   3fold=187 (31%)   6544s      mean=0.525 LLR=+0.93 [CONTINUE]
 610 games  +198 =244 -168   +17 Elo +/- 21   3fold=187 (31%)   6556s      mean=0.525 LLR=+0.89 [CONTINUE]
 611 games  +198 =245 -168   +17 Elo +/- 21   3fold=188 (31%)   6564s      mean=0.525 LLR=+0.89 [CONTINUE]
 612 games  +198 =246 -168   +17 Elo +/- 21   3fold=189 (31%)   6574s      mean=0.525 LLR=+0.89 [CONTINUE]
 613 games  +198 =246 -169   +16 Elo +/- 21   3fold=189 (31%)   6587s      mean=0.524 LLR=+0.85 [CONTINUE]
 614 games  +199 =246 -169   +17 Elo +/- 21   3fold=189 (31%)   6593s      mean=0.524 LLR=+0.88 [CONTINUE]
 615 games  +199 =247 -169   +17 Elo +/- 21   3fold=190 (31%)   6600s      mean=0.524 LLR=+0.89 [CONTINUE]
 616 games  +199 =247 -170   +16 Elo +/- 21   3fold=190 (31%)   6615s      mean=0.524 LLR=+0.85 [CONTINUE]
 617 games  +199 =247 -171   +16 Elo +/- 21   3fold=190 (31%)   6617s      mean=0.523 LLR=+0.81 [CONTINUE]
 618 games  +199 =247 -172   +15 Elo +/- 21   3fold=190 (31%)   6625s      mean=0.522 LLR=+0.77 [CONTINUE]
 619 games  +199 =248 -172   +15 Elo +/- 21   3fold=190 (31%)   6648s      mean=0.522 LLR=+0.77 [CONTINUE]
 620 games  +200 =248 -172   +16 Elo +/- 21   3fold=190 (31%)   6651s      mean=0.523 LLR=+0.80 [CONTINUE]
 621 games  +200 =249 -172   +16 Elo +/- 21   3fold=191 (31%)   6655s      mean=0.523 LLR=+0.80 [CONTINUE]
 622 games  +200 =249 -173   +15 Elo +/- 21   3fold=191 (31%)   6682s      mean=0.522 LLR=+0.76 [CONTINUE]
 623 games  +200 =250 -173   +15 Elo +/- 21   3fold=191 (31%)   6688s      mean=0.522 LLR=+0.76 [CONTINUE]
 624 games  +200 =251 -173   +15 Elo +/- 21   3fold=192 (31%)   6689s      mean=0.522 LLR=+0.77 [CONTINUE]
 625 games  +201 =251 -173   +16 Elo +/- 21   3fold=192 (31%)   6709s      mean=0.522 LLR=+0.80 [CONTINUE]
 626 games  +201 =252 -173   +16 Elo +/- 21   3fold=193 (31%)   6715s      mean=0.522 LLR=+0.80 [CONTINUE]
 627 games  +202 =252 -173   +16 Elo +/- 21   3fold=193 (31%)   6722s      mean=0.523 LLR=+0.84 [CONTINUE]
