gauntlet: agent@engine vs agent@checkpoints/clockcap | SPRT elo0=0.0 elo1=8.0 alpha=0.025 beta=0.025 max_games=1500 | 10000ms+100ms | 3 workers
   1 games  +0 =1 -0   -0 Elo +/- 0   3fold=1 (100%)   131s      mean=0.500 LLR=+0.00 [CONTINUE]
 419 games  +120 =186 -113   +6 Elo +/- 25   3fold=138 (33%)   4580s      mean=0.508 LLR=+0.09 [CONTINUE]
 420 games  +120 =187 -113   +6 Elo +/- 25   3fold=139 (33%)   4581s      mean=0.508 LLR=+0.09 [CONTINUE]
 421 games  +121 =187 -113   +7 Elo +/- 25   3fold=139 (33%)   4589s      mean=0.510 LLR=+0.13 [CONTINUE]
 422 games  +122 =187 -113   +7 Elo +/- 25   3fold=139 (33%)   4607s      mean=0.511 LLR=+0.17 [CONTINUE]
 423 games  +122 =187 -114   +7 Elo +/- 25   3fold=139 (33%)   4609s      mean=0.509 LLR=+0.13 [CONTINUE]
 424 games  +122 =188 -114   +7 Elo +/- 25   3fold=140 (33%)   4613s      mean=0.509 LLR=+0.13 [CONTINUE]
 425 games  +123 =188 -114   +7 Elo +/- 25   3fold=140 (33%)   4640s      mean=0.511 LLR=+0.17 [CONTINUE]
 426 games  +123 =189 -114   +7 Elo +/- 25   3fold=141 (33%)   4641s      mean=0.511 LLR=+0.17 [CONTINUE]
 427 games  +123 =190 -114   +7 Elo +/- 25   3fold=141 (33%)   4642s      mean=0.511 LLR=+0.17 [CONTINUE]
 428 games  +123 =190 -115   +6 Elo +/- 25   3fold=141 (33%)   4666s      mean=0.509 LLR=+0.13 [CONTINUE]
 429 games  +124 =190 -115   +7 Elo +/- 25   3fold=141 (33%)   4672s      mean=0.510 LLR=+0.17 [CONTINUE]
 430 games  +124 =190 -116   +6 Elo +/- 25   3fold=141 (33%)   4674s      mean=0.509 LLR=+0.13 [CONTINUE]
 431 games  +124 =191 -116   +6 Elo +/- 25   3fold=142 (33%)   4697s      mean=0.509 LLR=+0.13 [CONTINUE]
 432 games  +125 =191 -116   +7 Elo +/- 25   3fold=142 (33%)   4701s      mean=0.510 LLR=+0.17 [CONTINUE]
 433 games  +125 =192 -116   +7 Elo +/- 24   3fold=143 (33%)   4703s      mean=0.510 LLR=+0.17 [CONTINUE]
 434 games  +126 =192 -116   +8 Elo +/- 24   3fold=143 (33%)   4730s      mean=0.512 LLR=+0.21 [CONTINUE]
 435 games  +126 =193 -116   +8 Elo +/- 24   3fold=144 (33%)   4730s      mean=0.511 LLR=+0.21 [CONTINUE]
 436 games  +127 =193 -116   +9 Elo +/- 24   3fold=144 (33%)   4735s      mean=0.513 LLR=+0.25 [CONTINUE]
 437 games  +128 =193 -116   +10 Elo +/- 24   3fold=144 (33%)   4754s      mean=0.514 LLR=+0.29 [CONTINUE]
 438 games  +128 =194 -116   +10 Elo +/- 24   3fold=145 (33%)   4765s      mean=0.514 LLR=+0.29 [CONTINUE]
 439 games  +128 =195 -116   +9 Elo +/- 24   3fold=145 (33%)   4772s      mean=0.514 LLR=+0.29 [CONTINUE]
 440 games  +128 =195 -117   +9 Elo +/- 24   3fold=145 (33%)   4787s      mean=0.512 LLR=+0.25 [CONTINUE]
 441 games  +128 =196 -117   +9 Elo +/- 24   3fold=146 (33%)   4795s      mean=0.512 LLR=+0.25 [CONTINUE]
 442 games  +128 =197 -117   +9 Elo +/- 24   3fold=147 (33%)   4811s      mean=0.512 LLR=+0.25 [CONTINUE]
 443 games  +129 =197 -117   +9 Elo +/- 24   3fold=147 (33%)   4815s      mean=0.514 LLR=+0.29 [CONTINUE]
 444 games  +129 =197 -118   +9 Elo +/- 24   3fold=147 (33%)   4827s      mean=0.512 LLR=+0.24 [CONTINUE]
 445 games  +130 =197 -118   +9 Elo +/- 24   3fold=147 (33%)   4839s      mean=0.513 LLR=+0.28 [CONTINUE]
 446 games  +131 =197 -118   +10 Elo +/- 24   3fold=147 (33%)   4844s      mean=0.515 LLR=+0.32 [CONTINUE]
 447 games  +131 =197 -119   +9 Elo +/- 24   3fold=147 (33%)   4861s      mean=0.513 LLR=+0.28 [CONTINUE]
 448 games  +132 =197 -119   +10 Elo +/- 24   3fold=147 (33%)   4876s      mean=0.515 LLR=+0.32 [CONTINUE]
 449 games  +132 =198 -119   +10 Elo +/- 24   3fold=148 (33%)   4877s      mean=0.514 LLR=+0.32 [CONTINUE]
 450 games  +132 =198 -120   +9 Elo +/- 24   3fold=148 (33%)   4892s      mean=0.513 LLR=+0.28 [CONTINUE]
 451 games  +132 =199 -120   +9 Elo +/- 24   3fold=148 (33%)   4908s      mean=0.513 LLR=+0.28 [CONTINUE]
 452 games  +132 =199 -121   +8 Elo +/- 24   3fold=148 (33%)   4911s      mean=0.512 LLR=+0.24 [CONTINUE]
 453 games  +132 =199 -122   +8 Elo +/- 24   3fold=148 (33%)   4925s      mean=0.511 LLR=+0.20 [CONTINUE]
 454 games  +132 =200 -122   +8 Elo +/- 24   3fold=149 (33%)   4944s      mean=0.511 LLR=+0.20 [CONTINUE]
 455 games  +132 =201 -122   +8 Elo +/- 24   3fold=149 (33%)   4947s      mean=0.511 LLR=+0.20 [CONTINUE]
 456 games  +133 =201 -122   +8 Elo +/- 24   3fold=149 (33%)   4958s      mean=0.512 LLR=+0.24 [CONTINUE]
 457 games  +133 =202 -122   +8 Elo +/- 24   3fold=150 (33%)   4972s      mean=0.512 LLR=+0.24 [CONTINUE]
 458 games  +133 =203 -122   +8 Elo +/- 24   3fold=151 (33%)   4978s      mean=0.512 LLR=+0.24 [CONTINUE]
 459 games  +133 =204 -122   +8 Elo +/- 24   3fold=152 (33%)   4986s      mean=0.512 LLR=+0.24 [CONTINUE]
 460 games  +133 =204 -123   +8 Elo +/- 24   3fold=152 (33%)   5001s      mean=0.511 LLR=+0.19 [CONTINUE]
 461 games  +134 =204 -123   +8 Elo +/- 24   3fold=152 (33%)   5008s      mean=0.512 LLR=+0.24 [CONTINUE]
 462 games  +134 =205 -123   +8 Elo +/- 24   3fold=153 (33%)   5016s      mean=0.512 LLR=+0.24 [CONTINUE]
 463 games  +134 =205 -124   +8 Elo +/- 24   3fold=153 (33%)   5034s      mean=0.511 LLR=+0.19 [CONTINUE]
 464 games  +134 =206 -124   +7 Elo +/- 24   3fold=154 (33%)   5042s      mean=0.511 LLR=+0.19 [CONTINUE]
 465 games  +134 =207 -124   +7 Elo +/- 24   3fold=155 (33%)   5047s      mean=0.511 LLR=+0.19 [CONTINUE]
 466 games  +135 =207 -124   +8 Elo +/- 24   3fold=155 (33%)   5068s      mean=0.512 LLR=+0.23 [CONTINUE]
 467 games  +135 =208 -124   +8 Elo +/- 24   3fold=156 (33%)   5071s      mean=0.512 LLR=+0.23 [CONTINUE]
 468 games  +136 =208 -124   +9 Elo +/- 23   3fold=156 (33%)   5072s      mean=0.513 LLR=+0.27 [CONTINUE]
 469 games  +136 =208 -125   +8 Elo +/- 23   3fold=156 (33%)   5096s      mean=0.512 LLR=+0.23 [CONTINUE]
 470 games  +137 =208 -125   +9 Elo +/- 23   3fold=156 (33%)   5099s      mean=0.513 LLR=+0.27 [CONTINUE]
 471 games  +138 =208 -125   +10 Elo +/- 23   3fold=156 (33%)   5103s      mean=0.514 LLR=+0.31 [CONTINUE]
 472 games  +138 =208 -126   +9 Elo +/- 23   3fold=156 (33%)   5126s      mean=0.513 LLR=+0.27 [CONTINUE]
 473 games  +139 =208 -126   +10 Elo +/- 23   3fold=156 (33%)   5129s      mean=0.514 LLR=+0.31 [CONTINUE]
 474 games  +140 =208 -126   +10 Elo +/- 23   3fold=156 (33%)   5134s      mean=0.515 LLR=+0.35 [CONTINUE]
 475 games  +140 =209 -126   +10 Elo +/- 23   3fold=157 (33%)   5152s      mean=0.515 LLR=+0.35 [CONTINUE]
 476 games  +141 =209 -126   +11 Elo +/- 23   3fold=157 (33%)   5165s      mean=0.516 LLR=+0.39 [CONTINUE]
 477 games  +141 =210 -126   +11 Elo +/- 23   3fold=158 (33%)   5174s      mean=0.516 LLR=+0.39 [CONTINUE]
 478 games  +142 =210 -126   +12 Elo +/- 23   3fold=158 (33%)   5200s      mean=0.517 LLR=+0.43 [CONTINUE]
 479 games  +142 =211 -126   +12 Elo +/- 23   3fold=158 (33%)   5201s      mean=0.517 LLR=+0.43 [CONTINUE]
 480 games  +143 =211 -126   +12 Elo +/- 23   3fold=158 (33%)   5207s      mean=0.518 LLR=+0.47 [CONTINUE]
 481 games  +144 =211 -126   +13 Elo +/- 23   3fold=158 (33%)   5229s      mean=0.519 LLR=+0.51 [CONTINUE]
 482 games  +144 =211 -127   +12 Elo +/- 23   3fold=158 (33%)   5232s      mean=0.518 LLR=+0.47 [CONTINUE]
 483 games  +144 =212 -127   +12 Elo +/- 23   3fold=159 (33%)   5232s      mean=0.518 LLR=+0.47 [CONTINUE]
 484 games  +144 =213 -127   +12 Elo +/- 23   3fold=160 (33%)   5252s      mean=0.518 LLR=+0.47 [CONTINUE]
 485 games  +144 =214 -127   +12 Elo +/- 23   3fold=161 (33%)   5261s      mean=0.518 LLR=+0.47 [CONTINUE]
 486 games  +144 =215 -127   +12 Elo +/- 23   3fold=162 (33%)   5267s      mean=0.517 LLR=+0.47 [CONTINUE]
 487 games  +144 =215 -128   +11 Elo +/- 23   3fold=162 (33%)   5292s      mean=0.516 LLR=+0.43 [CONTINUE]
 488 games  +144 =215 -129   +11 Elo +/- 23   3fold=162 (33%)   5295s      mean=0.515 LLR=+0.39 [CONTINUE]
 489 games  +144 =216 -129   +11 Elo +/- 23   3fold=163 (33%)   5298s      mean=0.515 LLR=+0.39 [CONTINUE]
 490 games  +144 =217 -129   +11 Elo +/- 23   3fold=163 (33%)   5322s      mean=0.515 LLR=+0.39 [CONTINUE]
 491 games  +145 =217 -129   +11 Elo +/- 23   3fold=163 (33%)   5325s      mean=0.516 LLR=+0.43 [CONTINUE]
 492 games  +146 =217 -129   +12 Elo +/- 23   3fold=163 (33%)   5331s      mean=0.517 LLR=+0.47 [CONTINUE]
 493 games  +146 =218 -129   +12 Elo +/- 23   3fold=164 (33%)   5350s      mean=0.517 LLR=+0.47 [CONTINUE]
 494 games  +146 =219 -129   +12 Elo +/- 23   3fold=164 (33%)   5361s      mean=0.517 LLR=+0.47 [CONTINUE]
 495 games  +147 =219 -129   +13 Elo +/- 23   3fold=164 (33%)   5364s      mean=0.518 LLR=+0.51 [CONTINUE]
 496 games  +148 =219 -129   +13 Elo +/- 23   3fold=164 (33%)   5384s      mean=0.519 LLR=+0.55 [CONTINUE]
 497 games  +148 =220 -129   +13 Elo +/- 23   3fold=165 (33%)   5399s      mean=0.519 LLR=+0.55 [CONTINUE]
 498 games  +148 =221 -129   +13 Elo +/- 23   3fold=166 (33%)   5400s      mean=0.519 LLR=+0.55 [CONTINUE]
 499 games  +148 =222 -129   +13 Elo +/- 23   3fold=167 (33%)   5411s      mean=0.519 LLR=+0.55 [CONTINUE]
 500 games  +148 =223 -129   +13 Elo +/- 23   3fold=167 (33%)   5429s      mean=0.519 LLR=+0.55 [CONTINUE]
 501 games  +148 =223 -130   +12 Elo +/- 23   3fold=167 (33%)   5433s      mean=0.518 LLR=+0.51 [CONTINUE]
 502 games  +149 =223 -130   +13 Elo +/- 23   3fold=167 (33%)   5442s      mean=0.519 LLR=+0.55 [CONTINUE]
 503 games  +150 =223 -130   +14 Elo +/- 23   3fold=167 (33%)   5460s      mean=0.520 LLR=+0.59 [CONTINUE]
 504 games  +150 =224 -130   +14 Elo +/- 23   3fold=168 (33%)   5467s      mean=0.520 LLR=+0.59 [CONTINUE]
 505 games  +150 =225 -130   +14 Elo +/- 23   3fold=168 (33%)   5472s      mean=0.520 LLR=+0.59 [CONTINUE]
 506 games  +150 =226 -130   +14 Elo +/- 23   3fold=169 (33%)   5491s      mean=0.520 LLR=+0.59 [CONTINUE]
 507 games  +150 =227 -130   +14 Elo +/- 23   3fold=170 (34%)   5498s      mean=0.520 LLR=+0.59 [CONTINUE]
 508 games  +151 =227 -130   +14 Elo +/- 23   3fold=170 (33%)   5498s      mean=0.521 LLR=+0.63 [CONTINUE]
 509 games  +151 =228 -130   +14 Elo +/- 22   3fold=171 (34%)   5521s      mean=0.521 LLR=+0.63 [CONTINUE]
 510 games  +151 =229 -130   +14 Elo +/- 22   3fold=172 (34%)   5525s      mean=0.521 LLR=+0.63 [CONTINUE]
 511 games  +151 =230 -130   +14 Elo +/- 22   3fold=173 (34%)   5529s      mean=0.521 LLR=+0.63 [CONTINUE]
 512 games  +152 =230 -130   +15 Elo +/- 22   3fold=173 (34%)   5548s      mean=0.521 LLR=+0.68 [CONTINUE]
 513 games  +153 =230 -130   +16 Elo +/- 22   3fold=173 (34%)   5553s      mean=0.522 LLR=+0.72 [CONTINUE]
 514 games  +153 =231 -130   +16 Elo +/- 22   3fold=174 (34%)   5564s      mean=0.522 LLR=+0.72 [CONTINUE]
 515 games  +153 =232 -130   +16 Elo +/- 22   3fold=175 (34%)   5578s      mean=0.522 LLR=+0.72 [CONTINUE]
 516 games  +153 =232 -131   +15 Elo +/- 22   3fold=175 (34%)   5586s      mean=0.521 LLR=+0.67 [CONTINUE]
 517 games  +154 =232 -131   +15 Elo +/- 22   3fold=175 (34%)   5596s      mean=0.522 LLR=+0.71 [CONTINUE]
 518 games  +155 =232 -131   +16 Elo +/- 22   3fold=175 (34%)   5617s      mean=0.523 LLR=+0.76 [CONTINUE]
 519 games  +155 =233 -131   +16 Elo +/- 22   3fold=175 (34%)   5625s      mean=0.523 LLR=+0.76 [CONTINUE]
 520 games  +156 =233 -131   +17 Elo +/- 22   3fold=175 (34%)   5628s      mean=0.524 LLR=+0.80 [CONTINUE]
 521 games  +156 =234 -131   +17 Elo +/- 22   3fold=176 (34%)   5650s      mean=0.524 LLR=+0.80 [CONTINUE]
 522 games  +156 =234 -132   +16 Elo +/- 22   3fold=176 (34%)   5656s      mean=0.523 LLR=+0.75 [CONTINUE]
 523 games  +157 =234 -132   +17 Elo +/- 22   3fold=176 (34%)   5661s      mean=0.524 LLR=+0.79 [CONTINUE]
 524 games  +157 =234 -133   +16 Elo +/- 22   3fold=176 (34%)   5683s      mean=0.523 LLR=+0.75 [CONTINUE]
 525 games  +157 =235 -133   +16 Elo +/- 22   3fold=177 (34%)   5685s      mean=0.523 LLR=+0.75 [CONTINUE]
 526 games  +157 =236 -133   +16 Elo +/- 22   3fold=178 (34%)   5687s      mean=0.523 LLR=+0.75 [CONTINUE]
 527 games  +157 =237 -133   +16 Elo +/- 22   3fold=178 (34%)   5713s      mean=0.523 LLR=+0.75 [CONTINUE]
 528 games  +157 =238 -133   +16 Elo +/- 22   3fold=179 (34%)   5719s      mean=0.523 LLR=+0.75 [CONTINUE]
 529 games  +158 =238 -133   +16 Elo +/- 22   3fold=179 (34%)   5721s      mean=0.524 LLR=+0.79 [CONTINUE]
 530 games  +158 =238 -134   +16 Elo +/- 22   3fold=179 (34%)   5746s      mean=0.523 LLR=+0.75 [CONTINUE]
 531 games  +158 =239 -134   +16 Elo +/- 22   3fold=180 (34%)   5749s      mean=0.523 LLR=+0.75 [CONTINUE]
 532 games  +158 =240 -134   +16 Elo +/- 22   3fold=180 (34%)   5758s      mean=0.523 LLR=+0.75 [CONTINUE]
 533 games  +158 =241 -134   +16 Elo +/- 22   3fold=180 (34%)   5782s      mean=0.523 LLR=+0.75 [CONTINUE]
 534 games  +158 =242 -134   +16 Elo +/- 22   3fold=181 (34%)   5785s      mean=0.522 LLR=+0.75 [CONTINUE]
 535 games  +158 =243 -134   +16 Elo +/- 22   3fold=182 (34%)   5787s      mean=0.522 LLR=+0.76 [CONTINUE]
 536 games  +158 =244 -134   +16 Elo +/- 22   3fold=183 (34%)   5812s      mean=0.522 LLR=+0.76 [CONTINUE]
 537 games  +158 =244 -135   +15 Elo +/- 22   3fold=183 (34%)   5818s      mean=0.521 LLR=+0.71 [CONTINUE]
 538 games  +159 =244 -135   +16 Elo +/- 22   3fold=183 (34%)   5818s      mean=0.522 LLR=+0.75 [CONTINUE]
 539 games  +159 =245 -135   +15 Elo +/- 22   3fold=183 (34%)   5841s      mean=0.522 LLR=+0.75 [CONTINUE]
 540 games  +159 =245 -136   +15 Elo +/- 22   3fold=183 (34%)   5846s      mean=0.521 LLR=+0.71 [CONTINUE]
 541 games  +159 =245 -137   +14 Elo +/- 22   3fold=183 (34%)   5856s      mean=0.520 LLR=+0.67 [CONTINUE]
 542 games  +159 =245 -138   +13 Elo +/- 22   3fold=183 (34%)   5872s      mean=0.519 LLR=+0.62 [CONTINUE]
 543 games  +160 =245 -138   +14 Elo +/- 22   3fold=183 (34%)   5878s      mean=0.520 LLR=+0.66 [CONTINUE]
 544 games  +160 =246 -138   +14 Elo +/- 22   3fold=184 (34%)   5879s      mean=0.520 LLR=+0.66 [CONTINUE]
 545 games  +161 =246 -138   +15 Elo +/- 22   3fold=184 (34%)   5902s      mean=0.521 LLR=+0.70 [CONTINUE]
 546 games  +161 =246 -139   +14 Elo +/- 22   3fold=184 (34%)   5912s      mean=0.520 LLR=+0.66 [CONTINUE]
 547 games  +161 =247 -139   +14 Elo +/- 22   3fold=185 (34%)   5913s      mean=0.520 LLR=+0.66 [CONTINUE]
 548 games  +162 =247 -139   +15 Elo +/- 22   3fold=185 (34%)   5930s      mean=0.521 LLR=+0.70 [CONTINUE]
 549 games  +163 =247 -139   +15 Elo +/- 22   3fold=185 (34%)   5942s      mean=0.522 LLR=+0.74 [CONTINUE]
 550 games  +164 =247 -139   +16 Elo +/- 22   3fold=185 (34%)   5942s      mean=0.523 LLR=+0.78 [CONTINUE]
 551 games  +164 =248 -139   +16 Elo +/- 22   3fold=186 (34%)   5960s      mean=0.523 LLR=+0.78 [CONTINUE]
 552 games  +165 =248 -139   +16 Elo +/- 22   3fold=186 (34%)   5968s      mean=0.524 LLR=+0.82 [CONTINUE]
 553 games  +165 =248 -140   +16 Elo +/- 22   3fold=186 (34%)   5978s      mean=0.523 LLR=+0.78 [CONTINUE]
 554 games  +166 =248 -140   +16 Elo +/- 22   3fold=186 (34%)   5994s      mean=0.523 LLR=+0.82 [CONTINUE]
 555 games  +167 =248 -140   +17 Elo +/- 22   3fold=186 (34%)   6000s      mean=0.524 LLR=+0.86 [CONTINUE]
 556 games  +167 =249 -140   +17 Elo +/- 21   3fold=187 (34%)   6008s      mean=0.524 LLR=+0.86 [CONTINUE]
 557 games  +168 =249 -140   +17 Elo +/- 21   3fold=187 (34%)   6024s      mean=0.525 LLR=+0.90 [CONTINUE]
 558 games  +168 =250 -140   +17 Elo +/- 21   3fold=188 (34%)   6035s      mean=0.525 LLR=+0.90 [CONTINUE]
 559 games  +168 =250 -141   +17 Elo +/- 21   3fold=188 (34%)   6037s      mean=0.524 LLR=+0.86 [CONTINUE]
 560 games  +169 =250 -141   +17 Elo +/- 21   3fold=188 (34%)   6061s      mean=0.525 LLR=+0.90 [CONTINUE]
 561 games  +169 =251 -141   +17 Elo +/- 21   3fold=189 (34%)   6063s      mean=0.525 LLR=+0.90 [CONTINUE]
 562 games  +170 =251 -141   +18 Elo +/- 21   3fold=189 (34%)   6069s      mean=0.526 LLR=+0.94 [CONTINUE]
 563 games  +170 =251 -142   +17 Elo +/- 21   3fold=189 (34%)   6095s      mean=0.525 LLR=+0.90 [CONTINUE]
 564 games  +170 =252 -142   +17 Elo +/- 21   3fold=190 (34%)   6097s      mean=0.525 LLR=+0.90 [CONTINUE]
 565 games  +171 =252 -142   +18 Elo +/- 21   3fold=190 (34%)   6097s      mean=0.526 LLR=+0.94 [CONTINUE]
 566 games  +171 =253 -142   +18 Elo +/- 21   3fold=191 (34%)   6124s      mean=0.526 LLR=+0.94 [CONTINUE]
 567 games  +172 =253 -142   +18 Elo +/- 21   3fold=191 (34%)   6129s      mean=0.526 LLR=+0.98 [CONTINUE]
 568 games  +172 =254 -142   +18 Elo +/- 21   3fold=191 (34%)   6133s      mean=0.526 LLR=+0.98 [CONTINUE]
 569 games  +172 =254 -143   +18 Elo +/- 21   3fold=191 (34%)   6161s      mean=0.525 LLR=+0.94 [CONTINUE]
 570 games  +172 =254 -144   +17 Elo +/- 21   3fold=191 (34%)   6164s      mean=0.525 LLR=+0.89 [CONTINUE]
 571 games  +172 =255 -144   +17 Elo +/- 21   3fold=192 (34%)   6168s      mean=0.525 LLR=+0.90 [CONTINUE]
 572 games  +173 =255 -144   +18 Elo +/- 21   3fold=192 (34%)   6186s      mean=0.525 LLR=+0.94 [CONTINUE]
 573 games  +173 =255 -145   +17 Elo +/- 21   3fold=192 (34%)   6197s      mean=0.524 LLR=+0.89 [CONTINUE]
 574 games  +173 =256 -145   +17 Elo +/- 21   3fold=193 (34%)   6197s      mean=0.524 LLR=+0.89 [CONTINUE]
 575 games  +173 =256 -146   +16 Elo +/- 21   3fold=193 (34%)   6223s      mean=0.523 LLR=+0.85 [CONTINUE]
 576 games  +173 =257 -146   +16 Elo +/- 21   3fold=194 (34%)   6224s      mean=0.523 LLR=+0.85 [CONTINUE]
 577 games  +173 =258 -146   +16 Elo +/- 21   3fold=195 (34%)   6235s      mean=0.523 LLR=+0.85 [CONTINUE]
 578 games  +173 =259 -146   +16 Elo +/- 21   3fold=196 (34%)   6253s      mean=0.523 LLR=+0.85 [CONTINUE]
 579 games  +173 =259 -147   +16 Elo +/- 21   3fold=196 (34%)   6255s      mean=0.522 LLR=+0.81 [CONTINUE]
 580 games  +173 =259 -148   +15 Elo +/- 21   3fold=196 (34%)   6267s      mean=0.522 LLR=+0.76 [CONTINUE]
 581 games  +173 =259 -149   +14 Elo +/- 21   3fold=196 (34%)   6282s      mean=0.521 LLR=+0.72 [CONTINUE]
 582 games  +173 =259 -150   +14 Elo +/- 21   3fold=196 (34%)   6287s      mean=0.520 LLR=+0.68 [CONTINUE]
 583 games  +173 =260 -150   +14 Elo +/- 21   3fold=197 (34%)   6309s      mean=0.520 LLR=+0.68 [CONTINUE]
 584 games  +174 =260 -150   +14 Elo +/- 21   3fold=197 (34%)   6315s      mean=0.521 LLR=+0.72 [CONTINUE]
 585 games  +175 =260 -150   +15 Elo +/- 21   3fold=197 (34%)   6319s      mean=0.521 LLR=+0.76 [CONTINUE]
 586 games  +176 =260 -150   +15 Elo +/- 21   3fold=197 (34%)   6339s      mean=0.522 LLR=+0.80 [CONTINUE]
 587 games  +177 =260 -150   +16 Elo +/- 21   3fold=197 (34%)   6346s      mean=0.523 LLR=+0.84 [CONTINUE]
 588 games  +177 =260 -151   +15 Elo +/- 21   3fold=197 (34%)   6354s      mean=0.522 LLR=+0.80 [CONTINUE]
 589 games  +178 =260 -151   +16 Elo +/- 21   3fold=197 (33%)   6371s      mean=0.523 LLR=+0.84 [CONTINUE]
 590 games  +178 =261 -151   +16 Elo +/- 21   3fold=198 (34%)   6374s      mean=0.523 LLR=+0.84 [CONTINUE]
 591 games  +178 =262 -151   +16 Elo +/- 21   3fold=198 (34%)   6386s      mean=0.523 LLR=+0.84 [CONTINUE]
 592 games  +178 =262 -152   +15 Elo +/- 21   3fold=198 (33%)   6398s      mean=0.522 LLR=+0.80 [CONTINUE]
 593 games  +179 =262 -152   +16 Elo +/- 21   3fold=198 (33%)   6414s      mean=0.523 LLR=+0.84 [CONTINUE]
 594 games  +179 =262 -153   +15 Elo +/- 21   3fold=198 (33%)   6414s      mean=0.522 LLR=+0.79 [CONTINUE]
 595 games  +179 =262 -154   +15 Elo +/- 21   3fold=198 (33%)   6430s      mean=0.521 LLR=+0.75 [CONTINUE]
 596 games  +179 =263 -154   +15 Elo +/- 21   3fold=199 (33%)   6439s      mean=0.521 LLR=+0.75 [CONTINUE]
 597 games  +180 =263 -154   +15 Elo +/- 21   3fold=199 (33%)   6448s      mean=0.522 LLR=+0.79 [CONTINUE]
 598 games  +181 =263 -154   +16 Elo +/- 21   3fold=199 (33%)   6461s      mean=0.523 LLR=+0.83 [CONTINUE]
 599 games  +182 =263 -154   +16 Elo +/- 21   3fold=199 (33%)   6468s      mean=0.523 LLR=+0.87 [CONTINUE]
 600 games  +182 =264 -154   +16 Elo +/- 21   3fold=200 (33%)   6471s      mean=0.523 LLR=+0.87 [CONTINUE]
 601 games  +182 =265 -154   +16 Elo +/- 21   3fold=201 (33%)   6503s      mean=0.523 LLR=+0.87 [CONTINUE]
 602 games  +183 =265 -154   +17 Elo +/- 21   3fold=201 (33%)   6505s      mean=0.524 LLR=+0.91 [CONTINUE]
 603 games  +183 =266 -154   +17 Elo +/- 21   3fold=202 (33%)   6506s      mean=0.524 LLR=+0.91 [CONTINUE]
 604 games  +183 =266 -155   +16 Elo +/- 21   3fold=202 (33%)   6533s      mean=0.523 LLR=+0.87 [CONTINUE]
 605 games  +184 =266 -155   +17 Elo +/- 21   3fold=202 (33%)   6536s      mean=0.524 LLR=+0.91 [CONTINUE]
 606 games  +184 =266 -156   +16 Elo +/- 21   3fold=202 (33%)   6544s      mean=0.523 LLR=+0.87 [CONTINUE]
 607 games  +184 =267 -156   +16 Elo +/- 21   3fold=203 (33%)   6559s      mean=0.523 LLR=+0.87 [CONTINUE]
 608 games  +184 =268 -156   +16 Elo +/- 21   3fold=204 (34%)   6570s      mean=0.523 LLR=+0.87 [CONTINUE]
 609 games  +185 =268 -156   +17 Elo +/- 21   3fold=204 (33%)   6574s      mean=0.524 LLR=+0.91 [CONTINUE]
 610 games  +185 =268 -157   +16 Elo +/- 21   3fold=204 (33%)   6588s      mean=0.523 LLR=+0.86 [CONTINUE]
 611 games  +185 =268 -158   +15 Elo +/- 21   3fold=204 (33%)   6598s      mean=0.522 LLR=+0.82 [CONTINUE]
 612 games  +185 =268 -159   +15 Elo +/- 21   3fold=204 (33%)   6604s      mean=0.521 LLR=+0.78 [CONTINUE]
 613 games  +186 =268 -159   +15 Elo +/- 21   3fold=204 (33%)   6619s      mean=0.522 LLR=+0.82 [CONTINUE]
 614 games  +186 =268 -160   +15 Elo +/- 21   3fold=204 (33%)   6632s      mean=0.521 LLR=+0.78 [CONTINUE]
 615 games  +187 =268 -160   +15 Elo +/- 21   3fold=204 (33%)   6653s      mean=0.522 LLR=+0.82 [CONTINUE]
 616 games  +187 =268 -161   +15 Elo +/- 21   3fold=204 (33%)   6654s      mean=0.521 LLR=+0.77 [CONTINUE]
 617 games  +188 =268 -161   +15 Elo +/- 21   3fold=204 (33%)   6664s      mean=0.522 LLR=+0.81 [CONTINUE]
 618 games  +189 =268 -161   +16 Elo +/- 21   3fold=204 (33%)   6685s      mean=0.523 LLR=+0.85 [CONTINUE]
 619 games  +189 =269 -161   +16 Elo +/- 21   3fold=205 (33%)   6687s      mean=0.523 LLR=+0.85 [CONTINUE]
 620 games  +190 =269 -161   +16 Elo +/- 21   3fold=205 (33%)   6697s      mean=0.523 LLR=+0.89 [CONTINUE]
 621 games  +190 =270 -161   +16 Elo +/- 21   3fold=206 (33%)   6709s      mean=0.523 LLR=+0.89 [CONTINUE]
 622 games  +190 =271 -161   +16 Elo +/- 21   3fold=207 (33%)   6716s      mean=0.523 LLR=+0.89 [CONTINUE]
 623 games  +190 =271 -162   +16 Elo +/- 21   3fold=207 (33%)   6727s      mean=0.522 LLR=+0.85 [CONTINUE]
 624 games  +190 =272 -162   +16 Elo +/- 21   3fold=208 (33%)   6743s      mean=0.522 LLR=+0.85 [CONTINUE]
 625 games  +190 =273 -162   +16 Elo +/- 20   3fold=209 (33%)   6750s      mean=0.522 LLR=+0.85 [CONTINUE]
 626 games  +190 =274 -162   +16 Elo +/- 20   3fold=209 (33%)   6771s      mean=0.522 LLR=+0.85 [CONTINUE]
 627 games  +190 =274 -163   +15 Elo +/- 20   3fold=209 (33%)   6779s      mean=0.522 LLR=+0.81 [CONTINUE]
